expression,reading,meaning,meaning_indonesia,tags,guid
納める,おさめる,"to store to pay, to supply","untuk menyimpan untuk membayar, untuk memasok",JLPT JLPT_2 JLPT_3,I#wxPQAM&H
治める,おさめる,"to govern, to manage; to subdue","untuk memerintah, untuk mengelola;",JLPT JLPT_2 JLPT_3,Groy5Mh=b[
お辞儀,おじぎ,bow,busur,JLPT JLPT_2 JLPT_3,N&e8jCT!9`
お洒落,おしゃれ,"smartly dressed, fashion-conscious","berpakaian rapi, sadar mode",JLPT JLPT_2 JLPT_3,q1.@7#(;?<
お喋り,おしゃべり,"chattering, talk","mengobrol, berbicara",JLPT JLPT_2 JLPT_3,J0fhZBKfSu
汚染,おせん,"pollution, contamination","polusi, kontaminasi",JLPT JLPT_2 JLPT_3,I?+Cu[l]f]
恐らく,おそらく,perhaps,mungkin,JLPT JLPT_2 JLPT_3,kL/tl<Mv0J
恐れる,おそれる,"to fear, to be afraid of","untuk takut, untuk ditakuti",JLPT JLPT_2 JLPT_3,x;Xt$GbU:n
恐ろしい,おそろしい,"terrible, dreadful","mengerikan, mengerikan",JLPT JLPT_2 JLPT_3,JGyLnws+gz
教わる,おそわる,to be taught,untuk diajarkan,JLPT JLPT_2 JLPT_3,"j.|V-R,hM8"
お互い,おたがい,"mutual, reciprocal, each other","saling, timbal balik, satu sama lain",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,"I%(y!,oeu|"
穏やか,おだやか,"calm, gentle, quiet","tenang, lembut, tenang",JLPT JLPT_2 JLPT_3,iQhH7HaHk_
男の人,おとこのひと,man,pria,JLPT JLPT_3 JLPT_2 Genki_Ln.7 Genki,Bqnqcw;5C8
大人しい,おとなしい,"obedient, docile, quiet","patuh, patuh, pendiam",JLPT JLPT_2 JLPT_3,NiKO$K>WA9
劣る,おとる,"to fall behind, to be inferior to","tertinggal, menjadi inferior",JLPT JLPT_2 JLPT_3,Kb0v_SukC>
鬼,おに,"ogre, demon, 'it' (e.g.,in a game of tag)","ogre, setan, 'itu' (misalnya, dalam permainan kejar-kejaran)",JLPT JLPT_2 JLPT_3,Ewa5_MZt)z
帯,おび,"band, sash","pita, selempang",JLPT JLPT_2 JLPT_3,x^<)4<JIn8
お昼,おひる,"lunch, noon","makan siang, siang",JLPT JLPT_2 JLPT_3,"QU,c7/WKET"
オフィス,オフィス,office,kantor,JLPT JLPT_2 JLPT_3,t+v1qGjm`2
溺れる,おぼれる,"to be drowned, to indulge in","untuk ditenggelamkan, untuk dinikmati",JLPT JLPT_2 JLPT_3,L6mI#frmDD
お前,おまえ,"you (sing), presence (of a high personage)","kamu (bernyanyi), kehadiran (tokoh tinggi)",JLPT JLPT_2 JLPT_3,kiGe-uw>iW
おめでとう,おめでとう,"Congratulations!, an auspicious occasion!","Selamat!, kesempatan yang baik!",JLPT JLPT_2 JLPT_3,IjwH:94kN^
お目に掛かる,おめにかかる,"meet ~, see ~","bertemu ~, lihat ~",JLPT JLPT_2 JLPT_3,O[qSUns&-f
思い付く,おもいつく,"to think of, to hit upon","untuk memikirkan, untuk mencapai",JLPT JLPT_2 JLPT_3,phC=E!Uzsp
思い出,おもいで,"memories, recollections, reminiscence","kenangan, kenangan, kenangan",JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,C>r<Y|QfhA
主に,おもに,"mainly, primarily","terutama, terutama",JLPT JLPT_2 JLPT_3,KJv^Ck6t)-
思わず,おもわず,"unintentional, spontaneous","tidak disengaja, spontan",JLPT JLPT_2 JLPT_3,mqEM$vUJ]Z
泳ぎ,およぎ,swimming,renang,JLPT JLPT_2 JLPT_3,p%YEcD<#qK
およそ,およそ,"about, roughly, approximately","tentang, kira-kira, kira-kira",JLPT JLPT_2 JLPT_3,cmb!OC{1dV
及ぼす,およぼす,"to exert, to cause, to exercise","untuk mengerahkan, menyebabkan, untuk berolahraga",JLPT JLPT_2 JLPT_3,lC%7ty:^eB
下す,おろす,"to lower, to let go down","untuk menurunkan, untuk melepaskan",JLPT JLPT_2 JLPT_3,JRZI*AHd)D
降ろす,おろす,"to take down, to launch, to drop","untuk mencatat, meluncurkan, menjatuhkan",JLPT JLPT_2 JLPT_3,PQD_mXy>W.
卸す,おろす,"to sell wholesale, grated (vegetables)","untuk menjual grosir, parut (sayuran)",JLPT JLPT_2 JLPT_3,GT*kAh$cd0
音,おん,"sound, note","suara, perhatikan",JLPT JLPT_2 JLPT_3,gkN]*wY]?s
恩,おん,"favor, obligation, debt of gratitude","nikmat, kewajiban, hutang budi",JLPT JLPT_2 JLPT_3,"A4Iq0-B@,;"
温暖,おんだん,warmth,kehangatan,JLPT JLPT_2 JLPT_3,N&n<_QP1.Q
温度,おんど,temperature,suhu,JLPT JLPT_2 JLPT_3,NA1Ge#l-~k
可,か,passable,mendingan,JLPT JLPT_2 JLPT_3,l:l&EInHym
蚊,か,mosquito,nyamuk,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,j=4=()Uwi2
課,か,"department, division","departemen, divisi",JLPT JLPT_2 JLPT_3,QQ1!.:!+a[
カー,カー,car,mobil,JLPT JLPT_2 JLPT_3,o!p+_Rb<h*
カード,カード,"card, curd","kartu, dadih",JLPT JLPT_2 JLPT_3,"F,Np^@m5hi"
貝,かい,"shell, shellfish","kerang, kerang",JLPT JLPT_2 JLPT_3,HNd6/BU{>X
害,がい,"harm, damage","bahaya, kerusakan",JLPT JLPT_2 JLPT_3,g|Fzqe^$7$
会員,かいいん,"member, the membership","anggota, keanggotaan",JLPT JLPT_2 JLPT_3,li]JQ4<Kd[
絵画,かいが,"picture, painting","gambar, lukisan",JLPT JLPT_2 JLPT_3,emKUHOyrV`
海外,かいがい,"foreign, abroad, overseas","asing, luar negeri, luar negeri",JLPT JLPT_2 JLPT_3,qq4=IgxkU<
会計,かいけい,"account, finance","akun, keuangan",JLPT JLPT_2 JLPT_3,bX?OL%f/L+
解決,かいけつ,"settlement, solution, resolution","penyelesaian, solusi, resolusi",JLPT JLPT_2 JLPT_3,rmn(v?B?3g
会合,かいごう,"meeting, assembly","pertemuan, pertemuan",JLPT JLPT_2 JLPT_3,f9BQ|i/j|}
外交,がいこう,diplomacy,diplomasi,JLPT JLPT_2 JLPT_3,A]90<@ohwE
開始,かいし,"start, commencement, beginning","mulai, dimulainya, dimulai",JLPT JLPT_2 JLPT_3,qgkolirBJK
解釈,かいしゃく,"explanation, interpretation","penjelasan, interpretasi",JLPT JLPT_2 JLPT_3,Ih/AkEg/|E
外出,がいしゅつ,"outing, going out","jalan-jalan, keluar",JLPT JLPT_2 JLPT_3,Ol@%UFQ/rD
改善,かいぜん,"betterment, improvement","perbaikan, perbaikan",JLPT JLPT_2 JLPT_3,fv+>GYURp:
快適,かいてき,"pleasant, agreeable","menyenangkan, menyenangkan",JLPT JLPT_2 JLPT_3,Bh^`k;OTy|
回復,かいふく,"recovery (from illness), rehabilitation, restoration","pemulihan (dari penyakit), rehabilitasi, restorasi",JLPT JLPT_2 JLPT_3,wc6OB#:n9.
飼う,かう,to keep; to own (a pet); to raise; to feed,untuk menjaga;,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,wfURRt4tC[
帰す,かえす,to send back,untuk mengirim kembali,JLPT JLPT_2 JLPT_3,LZ<.!]FC|8
代える,かえる,"to exchange, to interchange, to substitute","untuk bertukar, untuk menukar, untuk menggantikan",JLPT JLPT_2 JLPT_3,Ccj6!`~jPu
替える,かえる,"to exchange, to interchange, to substitute","untuk bertukar, untuk menukar, untuk menggantikan",JLPT JLPT_2 JLPT_3,"Fv2F,v+u]8"
換える,かえる,"to exchange, to interchange, to substitute","untuk bertukar, untuk menukar, untuk menggantikan",JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,mmtj;wD(Zd
反る,かえる,"to warp, to be warped, to curve","melengkung, melengkung, melengkung",JLPT JLPT_2 JLPT_3,"vDLMxa,sN/"
香り,かおり,"aroma, fragrance","aroma, wewangian",JLPT JLPT_2 JLPT_3,me}_g<26n*
画家,がか,painter,pelukis,JLPT JLPT_2 JLPT_3,Pl:-st.KZ+
抱える,かかえる,to hold or carry under or in the arms,untuk memegang atau membawa di bawah atau di lengan,JLPT JLPT_2 JLPT_3,"PQR[r=WB$,"
価格,かかく,"price, value","harga, nilai",JLPT JLPT_2 JLPT_3,xFP@p4LxH5
化学,かがく,chemistry,kimia,JLPT JLPT_2 JLPT_3,Sh/.K7MGJ
輝く,かがやく,"to shine, to glitter, to sparkle","bersinar, berkilau, berkilau",JLPT JLPT_2 JLPT_3,Dzyp)tD%e
係,かかり,person in charge,orang yang bertanggung jawab,JLPT JLPT_2 JLPT_3,Q&QZSK._J<
罹る,かかる,to suffer from,untuk menderita,JLPT JLPT_2 JLPT_3,h_Phc0xEm%
限る,かぎる,"to restrict, to limit, to confine","membatasi, membatasi, membatasi",JLPT JLPT_2 JLPT_3,Ku)jdi.uTn
掻く,かく,to scratch,untuk menggaruk,JLPT JLPT_2 JLPT_3,K):N$B19m+
描く,かく,"to draw, to depict, to describe","menggambar, menggambarkan, mendeskripsikan",JLPT JLPT_2 JLPT_3,grO;5{y}I|
嗅ぐ,かぐ,"to sniff, to smell","untuk mengendus, untuk mencium",JLPT JLPT_2 JLPT_3,vaKqc&PyP9
家具,かぐ,furniture,mebel,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,gqN}MYosw6
学,がく,"learning, knowledge","belajar, pengetahuan",JLPT JLPT_2 JLPT_3,w:XhV>-rir
額,がく,amount; frame,jumlah;,JLPT JLPT_2 JLPT_3,iG]&$wbDKv
覚悟,かくご,"resolution, resignation, readiness","resolusi, pengunduran diri, kesiapan",JLPT JLPT_2 JLPT_3,j/*:m6x0J)
確実,かくじつ,"certainty, reliability, soundness","kepastian, keandalan, kesehatan",JLPT JLPT_2 JLPT_3,Nzie2SM<&O
学者,がくしゃ,scholar,sarjana,JLPT JLPT_2 JLPT_3,RamhNRc=y:
学習,がくしゅう,"study, learning","belajar, belajar",JLPT JLPT_2 JLPT_3,PHg7|5Zlfd
隠す,かくす,"to hide, to conceal","untuk menyembunyikan, untuk menyembunyikan",JLPT JLPT_2 JLPT_3,vMufH!:aAV
拡大,かくだい,"magnification, enlargement","pembesaran, pembesaran",JLPT JLPT_2 JLPT_3,f7kQq91Ua<
確認,かくにん,"affirmation, confirmation","afirmasi, konfirmasi",JLPT JLPT_2 JLPT_3,kk{ITQ}D*5
学問,がくもん,"scholarship, study, learning","beasiswa, belajar, belajar",JLPT JLPT_2 JLPT_3,Jk{+Uk9@=d
隠れる,かくれる,"to hide, to be hidden","untuk bersembunyi, untuk disembunyikan",JLPT JLPT_2 JLPT_3,Iv9k~&!9Sa
影,かげ,"shade, shadow, other side","naungan, bayangan, sisi lain",JLPT JLPT_2 JLPT_3,e~q8TnSV#A
陰,かげ,"shade, shadow, other side","naungan, bayangan, sisi lain",JLPT JLPT_2 JLPT_3,JZ1GmL8t.y
欠ける,かける,to be lacking,menjadi kurang,JLPT JLPT_2 JLPT_3,c*r`UH]nG8
加減,かげん,adjustment; addition and subtraction,pengaturan;,JLPT JLPT_2 JLPT_3,h.?lP}8!)~
過去,かこ,past,masa lalu,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,"dbDE7?,;2l"
籠,かご,"basket, cage","keranjang, kandang",JLPT JLPT_2 JLPT_3,nt-Kbv73>]
囲む,かこむ,"to surround, to encircle","untuk mengelilingi, untuk mengelilingi",JLPT JLPT_2 JLPT_3,"AC8Gt39]%,"
火災,かさい,"conflagration, fire","kebakaran besar, kebakaran",JLPT JLPT_2 JLPT_3,C?jW[uV]~u
重なる,かさなる,"to be piled up, lie on top of one another","untuk ditumpuk, berbaring di atas satu sama lain",JLPT JLPT_2 JLPT_3,qEGvs]3ApH
重ねる,かさねる,"to pile up, to put something on another, to heap up","untuk menumpuk, untuk meletakkan sesuatu pada yang lain, untuk menumpuk",JLPT JLPT_2 JLPT_3,i%7_$Pa~m]
飾り,かざり,decoration,dekorasi,JLPT JLPT_2 JLPT_3,b$htguAWNP
貸し,かし,"loan, lending","pinjaman, pinjaman",JLPT JLPT_2 JLPT_3,hK1t$y~&<
菓子,かし,"confectionery, sweet","kembang gula, manis",JLPT JLPT_2 JLPT_3,uK+`Lg$t0E
家事,かじ,household matters; housework (same as 家の仕事 (いえのしごと)),urusan rumah tangga;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.22 Genki,oS4iCB;y-f
賢い,かしこい,"wise, clever, smart","bijaksana, pintar, pintar",JLPT JLPT_2 JLPT_3,rE7F6b61Rm
歌手,かしゅ,singer,penyanyi,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,NmC8EM=]mA
数,かず,"number, figure, amount","angka, angka, jumlah",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,DD:chgc^KO
稼ぐ,かせぐ,"to earn income, to labor","untuk mendapatkan penghasilan, untuk bekerja",JLPT JLPT_2 JLPT_3,rzTOas5wcB
数える,かぞえる,to count,untuk menghitung,JLPT JLPT_2 JLPT_3,J-q>{61#D9
型,かた,"mold, model, style","cetakan, model, gaya",JLPT JLPT_2 JLPT_3,p8F!A2no<N
肩,かた,shoulder,bahu,JLPT JLPT_2 JLPT_3,dyYF&B&tH[
堅い,かたい,"hard, firm, solid","keras, kokoh, padat",JLPT JLPT_2 JLPT_3,Pf^;5Zn/;l
硬い,かたい,"hard, firm, solid","keras, kokoh, padat",JLPT JLPT_2 JLPT_3,"A5A<hg!,v}"
方々,かたがた,persons,orang,JLPT JLPT_2 JLPT_3,hkfynYZJHd
片付く,かたづく,"to put in order, to solve","untuk menertibkan, untuk memecahkan",JLPT JLPT_2 JLPT_3,ijUQHB/ROv
刀,かたな,"sword, saber","pedang, pedang",JLPT JLPT_2 JLPT_3,E>:sV*K^8H
語る,かたる,"to talk, to tell, to recite","untuk berbicara, menceritakan, membaca",JLPT JLPT_2 JLPT_3,K~y=o(hWS(
勝ち,かち,"win, victory","menang, kemenangan",JLPT JLPT_2 JLPT_3,f)TI}tuNi!
価値,かち,"value, worth, merit","nilai, nilai, prestasi",JLPT JLPT_2 JLPT_3,B$%nCt/^FZ
がっかり,がっかり,"feel disappointed, be dejected, lose heart","merasa kecewa, sedih, putus asa",JLPT JLPT_2 JLPT_3,r9|(w>UYj4
活気,かっき,vigor; liveliness; vitality; energy,semangat;,JLPT Intermediate_Japanese JLPT_1 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,HUA^lTjb!P
楽器,がっき,musical instrument,alat musik,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,zj[&tINbu_
学期,がっき,term (school),jangka waktu (sekolah),JLPT JLPT_2 JLPT_3,rPinGb_30Q
活動,かつどう,"action, activity","tindakan, aktivitas",JLPT JLPT_2 JLPT_3,wt]>L`Ku^c
活躍,かつやく,activity,aktivitas,JLPT JLPT_2 JLPT_3,eCZu2QGL8i
活用,かつよう,conjugation; practical use,konjugasi;,JLPT JLPT_2 JLPT_3,fVw4kRg|j)
仮定,かてい,"assumption, supposition, hypothesis","asumsi, anggapan, hipotesis",JLPT JLPT_2 JLPT_3,O=OdQ3=*sS
過程,かてい,process,proses,JLPT JLPT_2 JLPT_3,x/zB4*S269
課程,かてい,"course, curriculum","kursus, kurikulum",JLPT JLPT_2 JLPT_3,"g,{yU7}}eo"
悲しむ,かなしむ,"to be sad, to mourn for, to regret","bersedih, berduka, menyesal",JLPT JLPT_2 JLPT_3,z^+]Gk=mf_
必ずしも,かならずしも,"(not) always, (not) necessarily","(tidak) selalu, (tidak) harus",JLPT JLPT_2 JLPT_3,vW8w*Wj8S6
かなり,かなり,"considerably, fairly, quite","cukup, cukup, cukup",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,zc@WXAK&cO
金,かね,"gold, metal; money","emas, logam;",JLPT JLPT_2 JLPT_3,sL^]E[vBWQ
鐘,かね,"bell, chime","bel, berbunyi",JLPT JLPT_2 JLPT_3,uWo]p3>gV)
可能,かのう,"possible, practicable, feasible","mungkin, praktis, layak",JLPT JLPT_2 JLPT_3,s89#AFndfj
株,かぶ,stock; stump (of tree),saham;,JLPT JLPT_2 JLPT_3,i!::Yg?ZPB
被る,かぶる,to wear; to be covered with,untuk memakai;,JLPT JLPT_2 JLPT_3,KZvZ3xJvf=
我慢,がまん,"patience, endurance, perseverance","kesabaran, daya tahan, ketekunan",JLPT JLPT_2 JLPT_3,b.uAP*cO(_
上,かみ,first volume; superior quality; governmental,jilid pertama;,JLPT JLPT_2 JLPT_3,B2f-z2M%?X
神,かみ,god,Tuhan,JLPT JLPT_2 JLPT_3,bOG}3!+.y2
雷,かみなり,thunder,guruh,JLPT JLPT_2 JLPT_3,A`y:r{2n8V
髪の毛,かみのけ,hair (head),rambut (kepala),JLPT JLPT_2 JLPT_3,k>oV)Rt7]w
科目,かもく,"(school) subject, curriculum, course","mata pelajaran (sekolah), kurikulum, kursus",JLPT JLPT_2 JLPT_3,mt1}<&PDy^
かもしれない,かもしれない,"maybe, perhaps","mungkin, mungkin",JLPT JLPT_2 JLPT_3,"fXI7dlE,H5"
かゆい,かゆい,"itchy, itching","gatal, gatal",JLPT JLPT_2 JLPT_3,i@bIkK/P`w
歌謡,かよう,"song, ballad","lagu, balada",JLPT JLPT_2 JLPT_3,B8j5MHOl3a
空,から,empty,kosong,JLPT JLPT_2 JLPT_3,"LiJsM!pT#,"
殻,から,"shell, husk, hull","cangkang, sekam, lambung",JLPT JLPT_2 JLPT_3,"F87p.DC4,p"
柄,がら,pattern; build; character,pola;,JLPT JLPT_2 JLPT_3,uk^tW>*afz
刈る,かる,"to cut (hair), to mow (grass), to harvest","memotong (rambut), memotong (rumput), memanen",JLPT JLPT_2 JLPT_3,ON/-tkLwG!
河,かわ,"river, stream","sungai, aliran",JLPT JLPT_2 JLPT_3,mIM2jXP:@M
皮,かわ,"skin, hide, leather","kulit, kulit, kulit",JLPT JLPT_2 JLPT_3,C<.^aCL_QG
革,かわ,leather,kulit,JLPT JLPT_2 JLPT_3,z`KQfm{h;f
可愛そう,かわいそう,"poor, pitiable, pathetic","miskin, menyedihkan, menyedihkan",JLPT JLPT_2 JLPT_3,jCbD|/Ou5e
可愛らしい,かわいらしい,"lovely, sweet","indah, manis",JLPT JLPT_2 JLPT_3,KYl^v5PK_;
乾かす,かわかす,to dry,mengering,JLPT JLPT_2 JLPT_3,JoU47]zU{d
渇く,かわく,to be thirsty,menjadi haus,JLPT JLPT_2 JLPT_3,g:zQk;6g:U
代る,かわる,"to take the place of, to relieve, to be substituted for","untuk menggantikan, untuk meringankan, untuk digantikan",JLPT JLPT_2 JLPT_3,f9j%&rI)[J
缶,かん,"can, tin","bisa, timah",JLPT_1 JLPT JLPT_2 JLPT_3,fnx%_qW>Wk
勘,かん,"perception, intuition, the sixth sense","persepsi, intuisi, indra keenam",JLPT JLPT_2 JLPT_3,lle<t+CbfW
考え,かんがえ,"thinking, thought, ideas","berpikir, berpikir, ide",JLPT JLPT_2 JLPT_3,ry3gkU$VWf
感覚,かんかく,"sense, sensation","rasa, sensasi",JLPT JLPT_2 JLPT_3,"p)VaZN,wP="
間隔,かんかく,"space, interval, SPC","ruang, interval, SPC",JLPT JLPT_2 JLPT_3,qbs8.xdCB<
観客,かんきゃく,"audience, spectator(s)","penonton, penonton",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,j%h6<&[KnW
環境,かんきょう,"environment, circumstance","lingkungan, keadaan",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,v:iQ;XlPLV
歓迎,かんげい,"welcome, reception","selamat datang, resepsi",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,e6r/_jeu;I
観光,かんこう,sightseeing,tamasya,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,n*g6UOKH98
観察,かんさつ,"observation, survey","observasi, survei",JLPT JLPT_2 JLPT_3,q)XNacsL_{
感じ,かんじ,"feeling, sense, impression","perasaan, perasaan, kesan",JLPT JLPT_2 JLPT_3,w_sfjfQ#7V
感謝,かんしゃ,"thanks, gratitude","terima kasih, terima kasih",JLPT JLPT_2 JLPT_3,H)_*dziOH#
患者,かんじゃ,patient,sabar,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,ow]ljz^dy0
勘定,かんじょう,"calculation, counting, consideration","perhitungan, penghitungan, pertimbangan",JLPT JLPT_2 JLPT_3,lT@?`jcn/-
感情,かんじょう,"emotion(s), feeling(s), sentiment","emosi, perasaan, sentimen",JLPT JLPT_2 JLPT_3,KwSZ]};@<N
感じる,かんじる,"to feel, to sense","merasakan, merasakan",JLPT JLPT_2 JLPT_3,"tat.#S,YWC"
感心,かんしん,admiration,kekaguman,JLPT JLPT_2 JLPT_3,Ll7N}.KB!4
関心,かんしん,"concern, interest","kekhawatiran, minat",JLPT JLPT_2 JLPT_3,ugNZxV5.;6
関する,かんする,"to concern, to be related","untuk peduli, untuk menjadi terkait",JLPT JLPT_2 JLPT_3,j?=:~N:vEw
完成,かんせい,"complete, completion; perfection","lengkap, selesai;",JLPT JLPT_2 JLPT_3,Gz+d-Na>Wq
完全,かんぜん,"perfection, completeness","kesempurnaan, kelengkapan",JLPT JLPT_2 JLPT_3,"mx8.$z,opn"
乾燥,かんそう,"dry, arid, dehydrated","kering, gersang, dehidrasi",JLPT JLPT_2 JLPT_3,o&PKDt@8.N
感想,かんそう,"(one's) impressions, (one's) thoughts","kesan (seseorang), pikiran (seseorang).",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,LSEXg:S7:(
感動,かんどう,"being deeply moved, excitement","menjadi sangat tersentuh, kegembiraan",JLPT JLPT_2 JLPT_3,mO)}<zEdx8
監督,かんとく,"supervision, control, (movie) director","pengawasan, pengendalian, sutradara (film).",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,J6H&uZ7Px>
管理,かんり,"control, management (e.g., of a business)","kontrol, manajemen (misalnya, bisnis)",JLPT JLPT_2 JLPT_3,GKHgUyo>J7
完了,かんりょう,"completion, conclusion","penyelesaian, kesimpulan",JLPT JLPT_2 JLPT_3,nU7gs|>hqI
関連,かんれん,"relation, connection, relevance","hubungan, koneksi, relevansi",JLPT JLPT_2 JLPT_3,qM07gcK[)f
議員,ぎいん,"member of the Diet, congress, or parliament","anggota Diet, kongres, atau parlemen",JLPT JLPT_2 JLPT_3,HgQ-~|%58x
記憶,きおく,"memory, recollection, remembrance","ingatan, ingatan, ingatan",JLPT JLPT_2 JLPT_3,"E,/>3<s?|+"
気温,きおん,temperature (weather - not used for things),suhu (cuaca - tidak digunakan untuk berbagai hal),JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,BBA~snq[*i
機械,きかい,"machine, machinery","mesin, mesin",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"gbY2LYN_B,"
器械,きかい,instrument,instrumen,JLPT JLPT_2 JLPT_3,l7Ho]DDWuu
議会,ぎかい,"Diet, congress, parliament","Diet, kongres, parlemen",JLPT JLPT_2 JLPT_3,lGMTgzdnaN
期間,きかん,"period, term","periode, jangka waktu",JLPT JLPT_2 JLPT_3,iw;V~SjnTE
機関,きかん,"engine; institution, organization",mesin;,JLPT JLPT_2 JLPT_3,OOR48r}N5c
企業,きぎょう,"industry, business, undertaking","industri, bisnis, usaha",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"m,c9$UCg]/"
効く,きく,to be effective,menjadi efektif,JLPT JLPT_2 JLPT_3,LC`=c%l]6(
期限,きげん,"deadline, term","batas waktu, jangka waktu",JLPT JLPT_2 JLPT_3,DXtaD5za4M
機嫌,きげん,"humor, temper, mood","humor, temperamen, suasana hati",JLPT JLPT_2 JLPT_3,g?wFVr$Cb>
気候,きこう,climate,iklim,JLPT JLPT_2 JLPT_3,zi^=GdE6J`
岸,きし,"bank, coast, shore","bank, pantai, pantai",JLPT JLPT_2 JLPT_3,hm_._Qp@I~
生地,きじ,fabric; dough,kain;,JLPT JLPT_2 JLPT_3,0J|w~z~jj
記事,きじ,"article, news story","artikel, berita",JLPT JLPT_2 JLPT_3,D?VHH^x3x^
技師,ぎし,"engineer, technician","insinyur, teknisi",JLPT JLPT_2 JLPT_3,u=&Ix|N:mj
記者,きしゃ,reporter,reporter,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,L%Xdco]ND%
傷,きず,"wound, injury, hurt","luka, luka, luka",JLPT JLPT_2 JLPT_3,Q?7OEINT{!
期待,きたい,"expectation, anticipation, hope","harapan, antisipasi, harapan",JLPT JLPT_2 JLPT_3,q|E5|~(~TI
気体,きたい,"vapor, gas","uap, gas",JLPT JLPT_2 JLPT_3,BVN])vG*1F
帰宅,きたく,returning home,kembali ke rumah,JLPT JLPT_2 JLPT_3,z!%Pu#*l7[
貴重,きちょう,"precious, valuable","berharga, berharga",JLPT JLPT_2 JLPT_3,i#)MEqHOiw
議長,ぎちょう,chairman,ketua,JLPT JLPT_2 JLPT_3,ivgef2]KwO
きちんと,きちんと,"precisely, accurately","tepatnya, akurat",JLPT JLPT_2 JLPT_3,"r#L,S)sfK&"
きつい,きつい,"tight, close, intense","ketat, dekat, intens",JLPT JLPT_2 JLPT_3,j)>u~$9^*r
気付く,きづく,"to notice, to recognize, to become aware of","memperhatikan, mengenali, menyadari",JLPT JLPT_2 JLPT_3,xDh?wq7iT8
気に入る,きにいる,"to like, to be please","untuk menyukai, untuk menjadi menyenangkan",JLPT JLPT_2 JLPT_3,"uegN*W,m$w"
記入,きにゅう,"entry, filling in of forms","masuk, mengisi formulir",JLPT JLPT_2 JLPT_3,vlEX%x--1.
記念,きねん,"commemoration, memory","peringatan, kenangan",JLPT JLPT_2 JLPT_3,H8>Vf=G.}w
機能,きのう,"function, faculty","fungsi, fakultas",JLPT JLPT_2 JLPT_3,QB(9=:5m2@
気の毒,きのどく,"pitiful, a pity","menyedihkan, sayang sekali",JLPT JLPT_2 JLPT_3,qiFq+*QK@q
寄付,きふ,"contribution, donation","kontribusi, sumbangan",JLPT JLPT_2 JLPT_3,P<<3-~akkr
希望,きぼう,"hope, wish, aspiration","harapan, cita-cita, cita-cita",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,"rKl|qTb,g-"
基本,きほん,"basic, basis","dasar, dasar",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,r&MTg)%4_-
決まり,きまり,"settlement, conclusion, rule","penyelesaian, kesimpulan, aturan",JLPT JLPT_2 JLPT_3,DmsWlm^9ML
気味,きみ,"-like, -looking, -looked","-seperti, -tampak, -tampak",JLPT JLPT_2 JLPT_3,iNru&P?85/
奇妙,きみょう,"strange, queer, curious","aneh, aneh, penasaran",JLPT JLPT_2 JLPT_3,LWN?@8(b&a
義務,ぎむ,"duty, obligation, responsibility","tugas, kewajiban, tanggung jawab",JLPT JLPT_2 JLPT_3,Da7kYMio|S
疑問,ぎもん,"question, problem, doubt","pertanyaan, masalah, keraguan",JLPT JLPT_2 JLPT_3,zRRFu?JoKE
逆,ぎゃく,"reverse, opposite","terbalik, berlawanan",JLPT JLPT_2 JLPT_3,EiDH#>VXk9
キャプテン,キャプテン,captain,kapten,JLPT JLPT_2 JLPT_3,pQT]>v52;$
キャンプ,キャンプ,camp,kamp,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,F4[L_8oSn
